epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,nan,0.3333,nan,0.3333,nan,0.3333
2,nan,0.3333,nan,0.3333,nan,0.3333
3,nan,0.3333,nan,0.3333,nan,0.3333
4,nan,0.3333,nan,0.3333,nan,0.3333
5,nan,0.3333,nan,0.3333,nan,0.3333
6,nan,0.3333,nan,0.3333,nan,0.3333
7,nan,0.3333,nan,0.3333,nan,0.3333
8,nan,0.3333,nan,0.3333,nan,0.3333
9,nan,0.3333,nan,0.3333,nan,0.3333
10,nan,0.3333,nan,0.3333,nan,0.3333
11,nan,0.3333,nan,0.3333,nan,0.3333
12,nan,0.3333,nan,0.3333,nan,0.3333
13,nan,0.3333,nan,0.3333,nan,0.3333
14,nan,0.3333,nan,0.3333,nan,0.3333
15,nan,0.3333,nan,0.3333,nan,0.3333
16,nan,0.3333,nan,0.3333,nan,0.3333
17,nan,0.3333,nan,0.3333,nan,0.3333
18,nan,0.3333,nan,0.3333,nan,0.3333
19,nan,0.3333,nan,0.3333,nan,0.3333
20,nan,0.3333,nan,0.3333,nan,0.3333
21,nan,0.3333,nan,0.3333,nan,0.3333
22,nan,0.3333,nan,0.3333,nan,0.3333
23,nan,0.3333,nan,0.3333,nan,0.3333
24,nan,0.3333,nan,0.3333,nan,0.3333
25,nan,0.3333,nan,0.3333,nan,0.3333
26,nan,0.3333,nan,0.3333,nan,0.3333
27,nan,0.3333,nan,0.3333,nan,0.3333
28,nan,0.3333,nan,0.3333,nan,0.3333
29,nan,0.3333,nan,0.3333,nan,0.3333
30,nan,0.3333,nan,0.3333,nan,0.3333
31,nan,0.3333,nan,0.3333,nan,0.3333
32,nan,0.3333,nan,0.3333,nan,0.3333
33,nan,0.3333,nan,0.3333,nan,0.3333
34,nan,0.3333,nan,0.3333,nan,0.3333
35,nan,0.3333,nan,0.3333,nan,0.3333
36,nan,0.3333,nan,0.3333,nan,0.3333
37,nan,0.3333,nan,0.3333,nan,0.3333
38,nan,0.3333,nan,0.3333,nan,0.3333
39,nan,0.3333,nan,0.3333,nan,0.3333
40,nan,0.3333,nan,0.3333,nan,0.3333
41,nan,0.3333,nan,0.3333,nan,0.3333
42,nan,0.3333,nan,0.3333,nan,0.3333
43,nan,0.3333,nan,0.3333,nan,0.3333
44,nan,0.3333,nan,0.3333,nan,0.3333
45,nan,0.3333,nan,0.3333,nan,0.3333
46,nan,0.3333,nan,0.3333,nan,0.3333
47,nan,0.3333,nan,0.3333,nan,0.3333
48,nan,0.3333,nan,0.3333,nan,0.3333
49,nan,0.3333,nan,0.3333,nan,0.3333
50,nan,0.3333,nan,0.3333,nan,0.3333
51,nan,0.3333,nan,0.3333,nan,0.3333
52,nan,0.3333,nan,0.3333,nan,0.3333
53,nan,0.3333,nan,0.3333,nan,0.3333
54,nan,0.3333,nan,0.3333,nan,0.3333
55,nan,0.3333,nan,0.3333,nan,0.3333
56,nan,0.3333,nan,0.3333,nan,0.3333
57,nan,0.3333,nan,0.3333,nan,0.3333
58,nan,0.3333,nan,0.3333,nan,0.3333
59,nan,0.3333,nan,0.3333,nan,0.3333
60,nan,0.3333,nan,0.3333,nan,0.3333
61,nan,0.3333,nan,0.3333,nan,0.3333
62,nan,0.3333,nan,0.3333,nan,0.3333
63,nan,0.3333,nan,0.3333,nan,0.3333
64,nan,0.3333,nan,0.3333,nan,0.3333
65,nan,0.3333,nan,0.3333,nan,0.3333
66,nan,0.3333,nan,0.3333,nan,0.3333
67,nan,0.3333,nan,0.3333,nan,0.3333
68,nan,0.3333,nan,0.3333,nan,0.3333
69,nan,0.3333,nan,0.3333,nan,0.3333
70,nan,0.3333,nan,0.3333,nan,0.3333
71,nan,0.3333,nan,0.3333,nan,0.3333
72,nan,0.3333,nan,0.3333,nan,0.3333
73,nan,0.3333,nan,0.3333,nan,0.3333
74,nan,0.3333,nan,0.3333,nan,0.3333
75,nan,0.3333,nan,0.3333,nan,0.3333
