epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
90,64.8480,0.9981,247.5316,0.9967,20.4413,0.9992
91,6.4321,0.9998,0.0027,0.9997,32.5357,0.9994
92,72.3941,0.9996,251.0169,0.9985,104.8980,0.9994
93,44.2733,0.9993,0.0001,1.0000,30.7229,0.9997
94,1.0195,0.9996,37.8284,0.9995,0.0001,1.0000
95,0.3324,0.9999,0.0001,1.0000,0.9016,0.9997
96,5343.3379,0.9876,6484.1779,0.9877,5396.0344,0.9865
97,92.4020,0.9992,14.4792,0.9989,181.2498,0.9987
98,5.9298,1.0000,47.4547,0.9997,0.0000,1.0000
99,3.2057,0.9999,21.8321,0.9997,0.0000,1.0000
100,190.9879,0.9988,421.4362,0.9984,175.8391,0.9984
101,81.7815,0.9998,58.2854,0.9995,0.0002,1.0000
102,49.9915,0.9982,116.1652,0.9968,17.7775,0.9995
103,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
104,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
105,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
106,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
107,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
108,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
109,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
110,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
111,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
112,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
113,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
114,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
115,21.8756,0.9996,95.1486,0.9989,10.1747,0.9987
116,118.2327,0.9988,90.6841,0.9984,49.7316,0.9992
117,240.5586,0.9988,75.4840,0.9994,254.9948,0.9989
118,86.2869,0.9993,0.3940,0.9992,194.8235,0.9992
119,30.7767,0.9998,0.5678,0.9997,14.8135,0.9997
120,23.4999,0.9995,16.4535,0.9989,12.3885,0.9997
121,11.4976,0.9996,0.8002,0.9997,0.0000,1.0000
122,58.7043,0.9998,388.2257,0.9990,71.3213,0.9997
123,0.0109,0.9999,92.3660,0.9997,0.0000,1.0000
124,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
125,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
126,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
127,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
128,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
129,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
130,0.2124,0.9999,0.0000,1.0000,0.0000,1.0000
131,1316.5597,0.9962,1242.0972,0.9957,384.9199,0.9973
132,268.5334,0.9996,0.0001,1.0000,152.2615,0.9995
133,37.3488,0.9993,0.0001,1.0000,0.0402,0.9997
134,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
135,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
136,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
137,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
138,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
139,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
140,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
141,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
142,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
143,0.0000,1.0000,0.0000,1.0000,25.3379,0.9997
144,0.0000,1.0000,0.0000,1.0000,24.1858,0.9997
145,0.0000,1.0000,0.0000,1.0000,22.7392,0.9997
146,0.0000,1.0000,0.0000,1.0000,21.0516,0.9997
147,0.0000,1.0000,0.0000,1.0000,17.9187,0.9997
148,0.0000,1.0000,29.0401,0.9997,13.8407,0.9997
149,0.0000,1.0000,233.5693,0.9997,9.1751,0.9997
150,0.0000,1.0000,30.2146,0.9997,4.0538,0.9997
151,0.0000,1.0000,22.7755,0.9997,0.0000,1.0000
152,0.0000,1.0000,2.9083,0.9997,25.5843,0.9997
153,5.7420,1.0000,0.0000,1.0000,0.0000,1.0000
154,0.0000,1.0000,190.3071,0.9995,0.0000,1.0000
155,0.0000,1.0000,91.5362,0.9995,0.0000,1.0000
156,0.0000,1.0000,57.3056,0.9995,0.0000,1.0000
157,0.0000,1.0000,22.8495,0.9995,0.0000,1.0000
158,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
159,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
160,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
161,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
162,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
163,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
164,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
165,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
166,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
167,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
168,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
169,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
170,0.1888,1.0000,440.7328,0.9997,0.0000,1.0000
171,707.4039,0.9991,33.8028,0.9997,197.0542,0.9997
172,0.0574,1.0000,0.0000,1.0000,0.0000,1.0000
173,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
174,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
175,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
176,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
177,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
178,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
179,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
180,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
181,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
182,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
183,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
184,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
185,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
186,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
187,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
188,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
189,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
190,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
191,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
192,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
193,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
194,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
195,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
196,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
197,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
198,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
199,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
200,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
201,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
202,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
203,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
204,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
205,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
206,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
207,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
208,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
209,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
210,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
211,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
212,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
213,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
214,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
215,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
216,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
217,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
218,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
219,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
220,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
221,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
222,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
223,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
224,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
225,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
226,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
227,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
228,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
229,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
230,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
231,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
232,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
233,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
234,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
235,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
236,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
237,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
238,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
239,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
240,0.6113,1.0000,0.0000,1.0000,0.0000,1.0000
241,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
242,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
243,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
244,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
245,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
246,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
247,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
248,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
249,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
250,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
251,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
252,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
253,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
254,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
255,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
256,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
257,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
258,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
259,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
260,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
261,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
262,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
263,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
264,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
265,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
266,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
267,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
268,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
269,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
270,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
271,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
272,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
273,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
274,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
275,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
276,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
277,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
278,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
279,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
280,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
281,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
282,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
283,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
284,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
285,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
286,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
287,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
288,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
289,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
290,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
291,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
292,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
293,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
294,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
295,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
296,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
297,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
298,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
299,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
300,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
301,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
302,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
303,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
304,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
305,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
306,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
307,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
308,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
309,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
310,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
311,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
312,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
313,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
314,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
315,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
316,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
317,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
318,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
319,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
320,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
321,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
322,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
323,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
324,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
325,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
326,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
327,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
328,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
329,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
330,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
331,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
332,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
333,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
334,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
335,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
336,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
337,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
338,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
339,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
340,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
341,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
342,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
343,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
344,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
345,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
346,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
347,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
348,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
349,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
350,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
351,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
352,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
353,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
354,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
355,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
356,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
357,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
358,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
359,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
360,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
361,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
362,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
363,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
364,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
365,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
366,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
367,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
368,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
369,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
370,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
